,id_employee,age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,nombre_employee_sous_responsabilite,distance_domicile_travail,niveau_education,domaine_etude,ayant_enfants,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel
349,469,29,1,4649,Marié(e),Commercial,Cadre Commercial,1,4,4,3,4,3,2,3,1,2,3,0,0.14,0,1,3,1,2,3,Infra & Cloud,0,Aucun,0,2
350,470,42,1,2696,Divorcé(e),Ressources Humaines,Ressources Humaines,0,4,3,2,3,3,1,3,3,3,3,1,0.11,0,1,5,1,2,1,Entrepreunariat,0,Occasionnel,1,0
351,471,32,0,2370,Marié(e),Consulting,Consultant,1,8,8,0,3,3,1,2,3,3,3,0,0.13,0,1,4,1,2,3,Transformation Digitale,0,Occasionnel,0,7
352,473,48,0,12504,Marié(e),Commercial,Senior Manager,3,15,0,0,1,3,3,3,2,1,4,0,0.21,0,1,3,1,29,1,Transformation Digitale,0,Occasionnel,0,0
353,474,37,1,5974,Divorcé(e),Consulting,Assistant de Direction,4,13,7,7,3,4,2,1,1,3,3,1,0.13,0,2,2,1,6,3,Transformation Digitale,0,Occasionnel,6,7
354,475,30,0,4736,Marié(e),Commercial,Cadre Commercial,7,4,2,2,4,3,2,3,2,4,3,1,0.12,0,1,2,1,25,2,Entrepreunariat,0,Aucun,2,2
355,476,26,1,5296,Marié(e),Commercial,Cadre Commercial,1,8,8,7,3,3,2,3,2,3,3,0,0.17,0,1,3,1,1,3,Infra & Cloud,0,Occasionnel,7,7
356,477,42,1,6781,Célibataire,Consulting,Manager,3,14,1,0,1,2,2,4,2,3,4,0,0.23,0,0,6,1,2,4,Autre,0,Occasionnel,0,0
357,478,21,0,2174,Célibataire,Commercial,Représentant Commercial,1,3,3,2,1,2,1,2,3,3,3,1,0.11,1,0,3,1,1,1,Entrepreunariat,0,Frequent,1,2
358,479,36,0,6653,Célibataire,Commercial,Cadre Commercial,4,7,1,0,4,3,2,4,2,3,3,0,0.15,0,0,6,1,1,5,Transformation Digitale,0,Aucun,0,0
359,481,36,1,9699,Marié(e),Commercial,Cadre Commercial,4,16,13,9,1,2,3,4,1,3,3,0,0.11,0,1,2,1,3,4,Transformation Digitale,0,Frequent,1,12
360,482,57,1,6755,Marié(e),Consulting,Manager,2,15,3,2,4,3,2,3,3,3,3,0,0.11,0,0,2,1,1,4,Transformation Digitale,0,Occasionnel,1,2
361,483,40,0,2213,Marié(e),Consulting,Consultant,3,10,7,7,4,4,1,3,3,3,3,1,0.13,0,1,3,1,10,4,Infra & Cloud,0,Occasionnel,1,7
362,484,21,1,2610,Célibataire,Commercial,Représentant Commercial,1,3,3,2,1,3,1,4,3,2,4,0,0.24,0,0,3,1,9,2,Transformation Digitale,0,Aucun,2,2
363,485,33,0,2851,Célibataire,Commercial,Représentant Commercial,1,1,1,0,4,3,1,3,2,3,3,1,0.13,1,0,2,1,5,3,Marketing,0,Occasionnel,0,0
364,486,37,0,3452,Marié(e),Consulting,Consultant,6,17,5,4,3,3,1,1,2,3,4,0,0.2,0,1,3,1,10,3,Transformation Digitale,0,Occasionnel,0,3
365,487,46,0,5258,Marié(e),Consulting,Tech Lead,2,7,1,0,3,3,2,3,3,4,3,0,0.14,0,0,2,1,7,4,Transformation Digitale,0,Aucun,0,0
366,488,41,1,9355,Célibataire,Commercial,Cadre Commercial,1,8,8,7,1,3,2,2,3,3,3,0,0.18,1,0,5,1,4,3,Marketing,0,Frequent,7,7
367,491,50,1,10496,Célibataire,Consulting,Manager,6,20,4,3,4,2,3,4,4,3,3,0,0.15,0,0,2,1,10,3,Entrepreunariat,0,Occasionnel,1,3
368,492,40,1,6380,Marié(e),Commercial,Cadre Commercial,2,8,6,4,3,2,2,3,1,3,3,1,0.12,1,2,6,1,22,2,Marketing,0,Occasionnel,1,0
369,493,31,1,2657,Célibataire,Consulting,Assistant de Direction,0,3,2,2,3,2,1,2,4,3,3,1,0.16,0,0,5,1,9,4,Infra & Cloud,0,Occasionnel,2,2
370,494,21,0,2716,Célibataire,Commercial,Représentant Commercial,1,1,1,0,3,4,1,2,4,3,3,0,0.15,1,0,0,1,12,3,Infra & Cloud,0,Occasionnel,0,0
371,495,29,1,2201,Célibataire,Consulting,Assistant de Direction,9,6,3,2,4,3,1,4,4,3,3,0,0.16,0,0,4,1,23,3,Infra & Cloud,0,Occasionnel,1,2
372,496,35,1,6540,Célibataire,Consulting,Manager,9,10,1,1,3,2,2,2,3,3,3,0,0.19,0,0,5,1,9,4,Infra & Cloud,0,Occasionnel,0,0
373,497,27,1,3816,Divorcé(e),Consulting,Consultant,1,5,5,2,4,3,1,2,2,3,3,0,0.11,0,1,2,1,1,2,Transformation Digitale,0,Occasionnel,0,4
374,498,28,1,5253,Célibataire,Commercial,Cadre Commercial,1,7,7,5,2,3,2,4,4,3,3,0,0.16,0,0,1,1,9,4,Infra & Cloud,0,Occasionnel,0,7
375,499,49,1,10965,Célibataire,Consulting,Manager,8,26,5,2,2,2,3,3,3,3,4,0,0.24,0,0,2,1,7,3,Autre,0,Occasionnel,0,0
376,500,51,0,4936,Marié(e),Commercial,Cadre Commercial,4,18,7,7,3,3,2,4,3,2,3,0,0.11,0,1,2,1,14,2,Infra & Cloud,0,Occasionnel,0,7
377,501,36,0,2543,Marié(e),Consulting,Assistant de Direction,4,6,2,2,4,3,1,3,2,3,3,0,0.13,0,1,3,1,2,3,Infra & Cloud,0,Occasionnel,2,2
378,502,34,1,5304,Célibataire,Commercial,Cadre Commercial,8,9,5,2,1,4,2,4,2,2,3,1,0.13,1,0,3,1,19,3,Marketing,0,Aucun,0,4
379,505,55,0,16659,Célibataire,Consulting,Senior Manager,2,30,5,4,3,3,4,4,3,3,3,1,0.13,0,0,2,1,2,3,Infra & Cloud,0,Occasionnel,1,2
380,507,24,0,4260,Divorcé(e),Commercial,Cadre Commercial,1,5,5,2,4,3,2,3,4,4,3,1,0.12,0,1,2,1,10,4,Marketing,0,Occasionnel,0,3
381,508,30,1,2476,Marié(e),Commercial,Représentant Commercial,1,1,1,0,3,3,1,2,1,3,3,0,0.18,0,1,3,1,2,1,Entrepreunariat,0,Occasionnel,0,0
382,510,26,1,3102,Célibataire,Consulting,Assistant de Direction,0,7,6,4,3,3,1,1,3,3,4,0,0.22,1,0,2,1,3,1,Entrepreunariat,0,Frequent,0,4
383,511,22,0,2244,Marié(e),Consulting,Assistant de Direction,1,2,2,1,1,3,1,2,4,3,3,0,0.13,0,1,1,1,11,3,Transformation Digitale,0,Occasionnel,1,2
384,513,36,1,7596,Marié(e),Commercial,Cadre Commercial,1,10,10,9,2,2,3,3,2,3,3,0,0.13,0,2,2,1,2,2,Transformation Digitale,0,Occasionnel,9,0
385,514,30,1,2285,Célibataire,Consulting,Assistant de Direction,9,3,1,0,3,3,1,4,3,3,4,1,0.23,1,0,4,1,4,3,Entrepreunariat,0,Frequent,0,0
386,515,37,0,3034,Divorcé(e),Consulting,Consultant,1,18,18,7,4,3,1,1,3,2,3,0,0.12,0,1,2,1,14,3,Infra & Cloud,0,Occasionnel,12,17
387,516,40,0,5715,Divorcé(e),Commercial,Cadre Commercial,7,8,5,4,4,3,2,2,3,3,3,0,0.12,0,2,5,1,2,2,Marketing,0,Occasionnel,1,3
388,517,42,0,2576,Divorcé(e),Consulting,Consultant,3,8,5,2,2,3,1,1,2,3,3,0,0.16,0,1,5,1,1,4,Infra & Cloud,0,Occasionnel,1,2
389,518,37,1,4197,Célibataire,Consulting,Tech Lead,2,18,1,0,3,3,2,2,4,2,3,1,0.12,0,0,2,1,10,4,Infra & Cloud,0,Occasionnel,0,1
390,520,43,1,14336,Divorcé(e),Consulting,Directeur Technique,1,25,25,10,1,2,4,2,3,3,3,0,0.11,0,1,3,1,12,3,Infra & Cloud,0,Occasionnel,3,9
391,521,40,0,3448,Marié(e),Consulting,Consultant,6,20,1,0,2,2,2,3,2,3,4,0,0.22,0,1,3,1,2,3,Transformation Digitale,0,Occasionnel,0,0
392,522,54,1,19406,Marié(e),Consulting,Directeur Technique,4,24,4,2,1,3,5,1,3,2,3,0,0.11,0,1,4,1,5,2,Transformation Digitale,0,Occasionnel,1,2
393,523,34,0,6538,Marié(e),Commercial,Cadre Commercial,9,6,3,2,3,3,2,3,1,3,3,0,0.15,0,1,3,1,4,4,Marketing,0,Aucun,1,2
394,524,31,0,4306,Marié(e),Consulting,Tech Lead,1,13,13,10,2,3,2,1,2,1,3,0,0.12,0,1,5,1,7,2,Transformation Digitale,0,Occasionnel,3,12
395,525,43,1,2258,Marié(e),Consulting,Consultant,7,8,3,2,4,3,1,4,1,3,4,0,0.2,0,1,1,1,21,3,Transformation Digitale,0,Frequent,1,2
396,526,43,0,4522,Divorcé(e),Consulting,Manager,4,8,5,2,3,3,2,3,4,3,3,1,0.14,0,0,3,1,8,4,Autre,0,Occasionnel,0,2
397,527,25,0,4487,Célibataire,Commercial,Cadre Commercial,1,5,5,4,2,2,2,4,2,3,3,1,0.11,0,0,3,1,4,2,Infra & Cloud,0,Occasionnel,1,3
398,529,37,0,4449,Marié(e),Consulting,Assistant de Direction,3,15,13,11,2,3,2,3,1,3,3,1,0.15,0,2,2,1,25,5,Transformation Digitale,0,Aucun,10,7
399,530,31,1,2218,Marié(e),Consulting,Consultant,1,4,4,2,4,2,1,1,3,3,3,0,0.12,0,1,3,1,1,2,Infra & Cloud,0,Occasionnel,3,2
400,531,39,1,19197,Divorcé(e),Consulting,Senior Manager,1,21,21,8,2,3,5,3,3,3,3,1,0.14,0,1,3,1,1,1,Infra & Cloud,0,Frequent,1,6
401,532,56,0,13212,Marié(e),Commercial,Cadre Commercial,9,36,7,7,3,4,4,1,4,2,3,0,0.11,0,3,0,1,6,3,Infra & Cloud,0,Frequent,7,7
402,533,30,0,6577,Célibataire,Commercial,Cadre Commercial,0,6,5,4,2,3,2,3,2,3,3,0,0.11,0,0,6,1,12,3,Entrepreunariat,0,Occasionnel,4,4
403,534,41,1,8392,Marié(e),Commercial,Cadre Commercial,1,10,10,7,2,4,3,1,3,3,3,0,0.16,0,1,2,1,1,3,Marketing,0,Occasionnel,0,7
404,536,28,1,4558,Divorcé(e),Consulting,Consultant,1,10,10,0,3,3,2,1,4,3,3,0,0.12,0,1,2,1,17,2,Transformation Digitale,0,Occasionnel,1,8
405,538,25,1,4031,Marié(e),Consulting,Consultant,5,6,2,2,1,3,1,1,3,3,3,0,0.13,1,1,5,1,3,3,Transformation Digitale,0,Occasionnel,0,2
406,543,52,1,7969,Marié(e),Consulting,Tech Lead,2,28,5,4,4,2,3,3,3,3,3,1,0.14,0,0,4,1,3,3,Transformation Digitale,0,Occasionnel,0,4
407,544,45,1,2654,Marié(e),Consulting,Assistant de Direction,3,8,2,2,1,3,1,4,4,2,4,0,0.21,0,2,3,1,10,2,Infra & Cloud,0,Occasionnel,0,2
408,546,52,0,16555,Marié(e),Consulting,Senior Manager,2,31,5,2,4,3,4,4,4,1,3,0,0.13,0,0,2,1,4,2,Infra & Cloud,0,Occasionnel,1,4
409,547,42,0,4556,Divorcé(e),Consulting,Assistant de Direction,2,19,5,4,1,3,2,3,2,3,3,0,0.11,0,1,3,1,29,2,Infra & Cloud,0,Frequent,0,2
410,548,30,0,6091,Célibataire,Consulting,Tech Lead,2,11,5,4,3,1,2,4,3,3,4,0,0.2,0,0,2,1,2,3,Infra & Cloud,0,Occasionnel,0,2
411,549,60,0,19566,Marié(e),Consulting,Senior Manager,5,33,29,8,1,3,5,1,4,1,3,0,0.11,0,0,5,1,7,3,Infra & Cloud,0,Occasionnel,11,10
412,550,46,0,4810,Divorcé(e),Consulting,Tech Lead,2,19,10,7,3,3,2,3,3,2,3,0,0.14,0,1,5,1,18,3,Transformation Digitale,0,Occasionnel,0,8
413,551,42,0,4523,Marié(e),Consulting,Manager,0,7,6,5,4,2,2,4,4,4,3,0,0.11,0,3,4,1,28,4,Entrepreunariat,0,Frequent,0,4
414,554,24,0,3202,Célibataire,Commercial,Représentant Commercial,1,6,5,3,1,3,1,2,2,3,3,1,0.16,1,0,4,1,1,1,Entrepreunariat,0,Occasionnel,1,4
415,555,34,0,2351,Divorcé(e),Commercial,Représentant Commercial,0,3,2,2,4,1,1,3,4,2,3,0,0.16,1,1,3,1,6,2,Marketing,0,Frequent,1,0
416,556,38,1,1702,Marié(e),Consulting,Consultant,1,1,1,0,4,3,1,4,3,3,4,1,0.23,0,1,3,1,2,2,Infra & Cloud,0,Frequent,0,0
417,558,40,0,18041,Marié(e),Commercial,Senior Manager,0,21,20,15,3,3,5,3,4,3,3,0,0.14,0,0,2,1,2,4,Infra & Cloud,0,Occasionnel,1,12
418,560,26,0,2886,Divorcé(e),Consulting,Assistant de Direction,1,3,3,2,1,3,1,4,2,1,4,0,0.22,0,2,3,1,23,3,Infra & Cloud,0,Occasionnel,0,2
419,562,30,1,2097,Marié(e),Consulting,Consultant,4,9,5,3,3,3,1,4,3,1,3,0,0.15,0,1,3,1,3,3,Infra & Cloud,0,Aucun,1,4
420,564,29,1,11935,Marié(e),Consulting,Directeur Technique,1,10,10,2,2,2,3,3,3,3,3,0,0.18,0,0,2,1,3,4,Transformation Digitale,0,Occasionnel,0,7
421,565,29,0,2546,Marié(e),Consulting,Assistant de Direction,5,6,2,2,3,2,1,2,2,4,3,0,0.16,1,0,2,1,25,5,Entrepreunariat,0,Occasionnel,1,1
422,566,19,1,2564,Célibataire,Ressources Humaines,Ressources Humaines,1,1,1,0,1,2,1,4,3,4,3,0,0.12,1,0,3,1,2,2,Entrepreunariat,0,Occasionnel,0,0
423,567,30,0,8412,Marié(e),Commercial,Cadre Commercial,0,10,9,8,3,3,3,1,3,3,3,0,0.11,0,0,3,1,22,4,Autre,0,Aucun,7,8
424,568,57,1,14118,Divorcé(e),Commercial,Senior Manager,3,32,1,0,1,2,4,4,3,2,3,0,0.12,0,1,3,1,29,3,Marketing,0,Occasionnel,0,0
425,569,50,1,17046,Marié(e),Consulting,Senior Manager,0,28,27,10,2,2,4,3,2,3,3,0,0.15,0,1,2,1,29,4,Infra & Cloud,0,Occasionnel,15,7
426,571,30,0,2564,Célibataire,Consulting,Consultant,0,12,11,7,3,3,1,4,3,2,3,0,0.14,0,0,2,1,2,3,Transformation Digitale,0,Aucun,6,7
427,573,60,0,10266,Marié(e),Commercial,Cadre Commercial,4,22,18,13,3,2,3,1,4,4,3,0,0.19,0,0,5,1,28,3,Marketing,0,Frequent,13,11
428,574,47,0,5070,Divorcé(e),Consulting,Tech Lead,5,20,5,0,1,3,2,4,3,3,3,0,0.13,0,3,2,1,2,2,Transformation Digitale,0,Occasionnel,0,4
429,575,46,1,17861,Marié(e),Consulting,Directeur Technique,6,26,3,2,1,3,4,3,3,1,3,0,0.13,0,0,2,1,2,3,Infra & Cloud,0,Occasionnel,0,1
430,577,35,1,4230,Célibataire,Consulting,Consultant,0,6,5,4,4,1,1,3,3,3,3,0,0.15,0,0,2,1,22,3,Infra & Cloud,0,Occasionnel,4,3
431,578,54,0,3780,Célibataire,Consulting,Consultant,7,19,1,0,3,3,2,3,3,3,3,0,0.11,0,0,3,1,8,4,Infra & Cloud,0,Occasionnel,0,0
432,579,34,1,2768,Divorcé(e),Consulting,Assistant de Direction,3,14,7,3,4,2,1,3,3,3,3,0,0.12,0,1,3,1,2,4,Infra & Cloud,0,Occasionnel,5,7
433,580,46,0,9071,Marié(e),Commercial,Cadre Commercial,2,15,3,2,3,2,3,4,3,3,3,1,0.19,0,1,3,1,10,3,Marketing,0,Occasionnel,1,2
434,581,31,1,10648,Divorcé(e),Consulting,Tech Lead,1,13,13,8,3,3,3,2,4,4,4,0,0.25,0,1,6,1,9,1,Infra & Cloud,0,Occasionnel,0,8
435,582,33,1,13610,Marié(e),Consulting,Senior Manager,7,15,7,6,2,3,3,3,4,4,3,1,0.12,1,0,2,1,15,1,Transformation Digitale,0,Occasionnel,7,7
436,584,33,1,3408,Divorcé(e),Consulting,Consultant,7,8,4,3,1,1,1,4,1,3,3,0,0.13,1,3,2,1,10,1,Transformation Digitale,0,Occasionnel,1,3
437,585,30,1,2983,Célibataire,Commercial,Représentant Commercial,0,4,3,2,4,3,1,2,1,3,3,0,0.14,0,0,3,1,7,1,Marketing,0,Occasionnel,1,2
438,586,35,1,7632,Marié(e),Consulting,Manager,4,10,8,7,4,3,3,3,3,3,3,1,0.12,0,0,2,1,16,3,Infra & Cloud,0,Occasionnel,0,0
439,587,31,1,9824,Marié(e),Consulting,Manager,3,12,1,0,1,3,3,3,1,3,3,0,0.12,1,0,2,1,20,3,Infra & Cloud,0,Frequent,0,0
440,590,34,0,9950,Divorcé(e),Ressources Humaines,Ressources Humaines,9,11,3,2,2,3,3,1,3,3,3,1,0.15,1,3,2,1,23,3,Ressources Humaines,0,Frequent,0,2
441,591,42,1,2093,Marié(e),Consulting,Consultant,4,8,2,2,2,3,1,3,4,3,3,0,0.17,0,1,4,1,5,2,Autre,0,Frequent,2,0
442,592,36,1,9980,Célibataire,Commercial,Cadre Commercial,1,10,10,3,2,3,3,4,4,2,3,0,0.14,0,0,3,1,10,4,Transformation Digitale,0,Aucun,9,7
443,593,22,1,3894,Célibataire,Consulting,Consultant,5,4,2,2,3,2,1,3,3,3,3,0,0.16,1,0,3,1,4,1,Entrepreunariat,0,Frequent,1,2
444,595,48,0,4051,Marié(e),Commercial,Cadre Commercial,2,14,9,7,2,3,2,4,1,3,3,0,0.14,0,1,2,1,2,5,Marketing,0,Occasionnel,6,7
445,597,55,0,16835,Célibataire,Commercial,Senior Manager,3,37,10,9,1,3,4,2,4,3,4,0,0.23,0,0,2,1,18,5,Infra & Cloud,0,Occasionnel,7,7
446,599,41,1,6230,Célibataire,Commercial,Cadre Commercial,7,16,14,3,4,3,2,4,4,3,3,0,0.14,0,0,3,1,10,2,Infra & Cloud,0,Aucun,1,10
447,600,35,1,4717,Marié(e),Commercial,Cadre Commercial,9,15,11,9,2,3,2,3,3,3,3,0,0.11,0,0,2,1,1,3,Marketing,0,Occasionnel,6,9
448,601,40,0,13237,Célibataire,Consulting,Tech Lead,7,22,20,6,2,3,4,3,3,3,3,0,0.15,0,0,3,1,6,3,Infra & Cloud,0,Occasionnel,5,13
449,602,39,0,3755,Marié(e),Consulting,Consultant,1,8,8,3,3,3,1,3,1,3,3,0,0.11,0,1,3,1,8,1,Infra & Cloud,0,Frequent,0,7
450,604,31,1,6582,Célibataire,Commercial,Cadre Commercial,4,10,6,5,2,3,2,4,3,4,3,1,0.13,0,0,2,1,2,1,Infra & Cloud,0,Occasionnel,0,5
451,605,42,1,7406,Marié(e),Consulting,Tech Lead,1,10,10,9,4,3,3,1,4,2,4,1,0.21,0,1,5,1,24,3,Transformation Digitale,0,Occasionnel,5,8
452,606,45,1,4805,Marié(e),Commercial,Cadre Commercial,0,9,8,7,4,3,2,2,2,4,3,0,0.19,0,1,3,1,2,3,Autre,0,Occasionnel,3,7
453,608,26,0,2741,Divorcé(e),Ressources Humaines,Ressources Humaines,0,8,7,7,2,3,1,3,2,2,3,1,0.11,1,1,2,1,17,4,Infra & Cloud,0,Frequent,1,0
454,611,29,1,4262,Divorcé(e),Consulting,Tech Lead,4,8,3,2,4,3,2,4,2,4,3,0,0.12,0,2,2,1,19,3,Entrepreunariat,0,Occasionnel,1,2
455,612,33,0,16184,Divorcé(e),Consulting,Directeur Technique,4,10,6,1,1,4,4,3,3,3,3,0,0.19,0,1,2,1,1,5,Transformation Digitale,0,Occasionnel,0,5
456,613,31,1,11557,Divorcé(e),Commercial,Senior Manager,9,10,5,4,3,2,3,4,3,2,4,0,0.21,0,1,3,1,7,3,Infra & Cloud,0,Occasionnel,0,1
457,614,18,1,1878,Célibataire,Commercial,Représentant Commercial,1,0,0,0,2,3,1,2,4,3,3,1,0.14,1,0,3,1,5,3,Marketing,0,Frequent,0,0
458,615,40,1,10932,Divorcé(e),Commercial,Cadre Commercial,3,20,1,0,3,1,3,1,3,3,3,0,0.15,0,1,2,1,28,3,Autre,0,Aucun,0,1
459,616,41,0,6811,Célibataire,Consulting,Manager,2,10,8,7,1,2,2,3,1,3,3,1,0.17,0,0,3,1,2,4,Autre,0,Aucun,0,7
460,618,26,1,4306,Divorcé(e),Commercial,Cadre Commercial,5,8,0,0,1,3,2,3,1,3,3,0,0.12,0,2,5,1,29,2,Transformation Digitale,0,Occasionnel,0,0
461,620,35,0,4859,Célibataire,Commercial,Cadre Commercial,1,5,5,4,1,3,2,3,4,3,3,0,0.16,0,0,3,1,1,3,Transformation Digitale,0,Occasionnel,0,3
462,621,34,1,5337,Célibataire,Commercial,Cadre Commercial,1,10,10,7,4,4,2,4,4,3,3,0,0.12,0,0,3,1,21,4,Infra & Cloud,0,Occasionnel,5,7
463,622,26,1,2340,Célibataire,Consulting,Consultant,1,1,1,0,3,1,1,4,2,1,3,1,0.18,1,0,3,1,24,3,Entrepreunariat,0,Occasionnel,0,0
464,623,37,0,7491,Célibataire,Consulting,Tech Lead,4,12,6,5,2,3,3,4,4,4,3,0,0.17,0,0,3,1,1,3,Entrepreunariat,0,Occasionnel,1,2
465,624,46,0,10527,Marié(e),Consulting,Manager,5,28,2,2,1,3,3,3,4,2,3,0,0.11,0,0,3,1,18,1,Transformation Digitale,0,Frequent,1,2
466,625,41,0,16595,Marié(e),Commercial,Senior Manager,7,22,18,16,2,3,4,1,2,3,3,0,0.16,0,1,2,1,2,5,Infra & Cloud,0,Occasionnel,11,8
467,626,37,1,8834,Divorcé(e),Commercial,Cadre Commercial,1,9,9,5,1,3,3,2,4,3,3,0,0.13,0,1,6,1,9,4,Transformation Digitale,0,Aucun,7,7
468,630,52,1,5577,Divorcé(e),Consulting,Assistant de Direction,3,18,10,9,4,3,2,1,2,3,3,1,0.12,0,2,3,1,6,2,Entrepreunariat,0,Occasionnel,6,9
469,631,32,1,4707,Marié(e),Commercial,Cadre Commercial,8,6,4,2,4,4,2,3,4,3,3,0,0.12,1,0,2,1,11,4,Autre,0,Aucun,1,2
470,632,24,1,2400,Marié(e),Commercial,Représentant Commercial,0,3,2,2,4,3,1,4,3,3,3,0,0.13,0,2,3,1,24,3,Transformation Digitale,0,Frequent,2,1
471,634,38,0,9824,Marié(e),Consulting,Manager,3,18,1,0,3,3,2,3,3,3,3,0,0.19,0,1,4,1,10,3,Transformation Digitale,0,Occasionnel,0,0
472,635,37,0,6447,Marié(e),Consulting,Tech Lead,6,8,6,5,2,3,2,2,2,2,3,0,0.12,0,1,2,1,1,4,Infra & Cloud,0,Occasionnel,4,3
473,638,49,1,19502,Divorcé(e),Consulting,Directeur Technique,1,31,31,9,4,2,5,3,3,3,3,1,0.17,0,1,5,1,18,4,Infra & Cloud,0,Occasionnel,0,9
474,639,24,1,2725,Marié(e),Consulting,Assistant de Direction,1,6,6,5,2,4,1,4,2,3,3,1,0.11,0,2,3,1,23,3,Transformation Digitale,0,Occasionnel,1,4
475,641,26,1,6272,Marié(e),Commercial,Cadre Commercial,1,6,5,3,1,3,2,2,4,4,4,0,0.2,0,2,5,1,28,2,Marketing,0,Occasionnel,1,4
476,643,24,1,2127,Marié(e),Consulting,Consultant,1,1,1,0,4,2,1,2,4,3,4,0,0.21,0,1,2,1,17,2,Autre,0,Occasionnel,0,0
477,644,50,1,18200,Marié(e),Ressources Humaines,Senior Manager,1,32,32,5,1,3,5,2,3,3,3,0,0.11,0,1,2,1,3,3,Transformation Digitale,0,Frequent,10,7
478,645,25,1,2096,Marié(e),Commercial,Représentant Commercial,1,7,7,4,2,3,1,3,3,3,3,0,0.11,0,0,1,1,13,1,Transformation Digitale,0,Occasionnel,0,6
479,647,24,0,2886,Marié(e),Consulting,Consultant,1,6,6,3,1,3,1,3,4,3,3,1,0.16,1,1,4,1,7,3,Infra & Cloud,0,Frequent,1,2
480,648,30,1,2033,Marié(e),Commercial,Représentant Commercial,1,1,1,0,2,2,1,1,3,4,3,0,0.18,1,1,2,1,12,4,Infra & Cloud,0,Frequent,0,0
481,649,34,1,3622,Marié(e),Consulting,Assistant de Direction,1,6,6,5,2,2,1,4,4,3,3,1,0.13,0,1,3,1,1,2,Infra & Cloud,0,Occasionnel,1,3
482,650,31,1,4233,Divorcé(e),Commercial,Cadre Commercial,2,9,3,1,2,3,2,1,3,1,3,0,0.17,1,0,2,1,13,4,Transformation Digitale,0,Occasionnel,1,2
483,652,35,1,3681,Célibataire,Consulting,Consultant,4,9,3,2,1,2,2,4,4,3,3,0,0.14,0,0,3,1,25,2,Autre,0,Occasionnel,0,2
484,653,31,1,5460,Divorcé(e),Commercial,Cadre Commercial,4,13,7,7,1,4,2,4,4,4,4,0,0.22,0,2,4,1,6,4,Transformation Digitale,0,Occasionnel,5,7
485,655,27,0,2187,Divorcé(e),Consulting,Assistant de Direction,0,6,5,3,1,2,1,3,3,2,3,0,0.12,0,2,5,1,6,4,Transformation Digitale,0,Occasionnel,0,3
486,656,37,1,9602,Marié(e),Commercial,Cadre Commercial,4,17,3,0,4,3,2,3,3,2,3,1,0.11,0,1,3,1,2,3,Marketing,0,Occasionnel,1,0
487,657,20,0,2836,Célibataire,Consulting,Assistant de Direction,1,1,1,0,4,2,1,2,4,4,3,0,0.13,0,0,0,1,1,3,Infra & Cloud,0,Occasionnel,0,0
488,659,42,0,4089,Marié(e),Consulting,Manager,1,10,10,2,3,3,2,4,2,3,3,0,0.13,0,2,4,1,2,4,Infra & Cloud,0,Occasionnel,2,2
489,661,43,1,16627,Divorcé(e),Consulting,Directeur Technique,4,21,1,0,2,2,4,4,3,2,3,1,0.14,0,1,3,1,6,4,Autre,0,Occasionnel,0,0
490,662,38,0,2619,Célibataire,Consulting,Assistant de Direction,3,8,0,0,3,3,1,1,4,2,3,0,0.17,0,0,3,1,1,1,Infra & Cloud,0,Occasionnel,0,0
491,663,43,1,5679,Divorcé(e),Consulting,Consultant,3,10,8,7,4,3,2,3,2,3,3,1,0.13,0,1,3,1,9,5,Transformation Digitale,0,Frequent,4,7
492,664,48,0,15402,Marié(e),Consulting,Senior Manager,7,21,3,2,4,2,4,1,1,1,3,0,0.11,0,1,3,1,1,4,Infra & Cloud,0,Occasionnel,0,2
493,665,44,0,5985,Célibataire,Ressources Humaines,Ressources Humaines,4,10,2,2,1,2,2,3,2,4,3,0,0.11,0,0,1,1,1,4,Infra & Cloud,0,Occasionnel,0,2
494,666,34,0,2579,Divorcé(e),Commercial,Représentant Commercial,1,8,8,2,3,3,1,3,4,3,3,1,0.18,0,2,3,1,14,3,Entrepreunariat,0,Occasionnel,0,6
495,667,27,1,3041,Divorcé(e),Commercial,Représentant Commercial,0,5,4,3,3,3,1,1,2,3,3,0,0.11,1,1,3,1,2,1,Marketing,0,Occasionnel,0,2
496,669,21,1,3447,Célibataire,Commercial,Représentant Commercial,1,3,3,2,3,3,1,3,3,3,3,0,0.11,0,0,2,1,22,1,Entrepreunariat,0,Occasionnel,1,2
497,671,44,1,19513,Marié(e),Consulting,Senior Manager,4,26,2,2,4,3,5,4,1,4,3,1,0.12,0,1,2,1,3,4,Autre,0,Occasionnel,0,1
498,675,22,1,2773,Marié(e),Consulting,Assistant de Direction,0,3,2,2,1,3,1,3,4,3,4,0,0.2,0,0,3,1,6,1,Transformation Digitale,0,Occasionnel,2,2
